date,quiniela,period,position,result
2014-11-20,nacional,primera,Letras,HHLZ 
2014-11-21,nacional,primera,1,3979
2014-11-21,nacional,primera,2,9800
2014-11-21,nacional,primera,3,9761
2014-11-21,nacional,primera,4,4537
2014-11-21,nacional,primera,5,8010
2014-11-21,nacional,primera,6,3530
2014-11-21,nacional,primera,7,7023
2014-11-21,nacional,primera,8,9186
2014-11-21,nacional,primera,9,4916
2014-11-21,nacional,primera,10,0861
2014-11-21,nacional,primera,11,5303
2014-11-21,nacional,primera,12,4615
2014-11-21,nacional,primera,13,4076
2014-11-21,nacional,primera,14,8060
2014-11-21,nacional,primera,15,1261
2014-11-21,nacional,primera,16,9453
2014-11-21,nacional,primera,17,9595
2014-11-21,nacional,primera,18,6704
2014-11-21,nacional,primera,19,2789
2014-11-21,nacional,primera,20,7640
2014-11-21,nacional,primera,Letras,FGKQ 
2014-11-22,nacional,primera,1,4490
2014-11-22,nacional,primera,2,1787
2014-11-22,nacional,primera,3,9357
2014-11-22,nacional,primera,4,1180
2014-11-22,nacional,primera,5,8582
2014-11-22,nacional,primera,6,7755
2014-11-22,nacional,primera,7,7202
2014-11-22,nacional,primera,8,5353
2014-11-22,nacional,primera,9,5556
2014-11-22,nacional,primera,10,9286
2014-11-22,nacional,primera,11,3090
2014-11-22,nacional,primera,12,4906
2014-11-22,nacional,primera,13,4835
2014-11-22,nacional,primera,14,1217
2014-11-22,nacional,primera,15,6641
2014-11-22,nacional,primera,16,0615
2014-11-22,nacional,primera,17,3185
2014-11-22,nacional,primera,18,0886
2014-11-22,nacional,primera,19,0956
2014-11-22,nacional,primera,20,1693
2014-11-22,nacional,primera,Letras,UDFM 
2014-11-24,nacional,primera,1,2877
2014-11-24,nacional,primera,2,7498
2014-11-24,nacional,primera,3,2068
2014-11-24,nacional,primera,4,7878
2014-11-24,nacional,primera,5,5031
2014-11-24,nacional,primera,6,4006
2014-11-24,nacional,primera,7,7840
2014-11-24,nacional,primera,8,4476
2014-11-24,nacional,primera,9,1056
2014-11-24,nacional,primera,10,6042
2014-11-24,nacional,primera,11,4725
2014-11-24,nacional,primera,12,6817
2014-11-24,nacional,primera,13,1770
2014-11-24,nacional,primera,14,6634
2014-11-24,nacional,primera,15,3412
2014-11-24,nacional,primera,16,0377
2014-11-24,nacional,primera,17,8263
2014-11-24,nacional,primera,18,5243
2014-11-24,nacional,primera,19,8776
2014-11-24,nacional,primera,20,1175
2014-11-24,nacional,primera,Letras,IUPQ 
2014-11-25,nacional,primera,1,4632
2014-11-25,nacional,primera,2,7727
2014-11-25,nacional,primera,3,8512
2014-11-25,nacional,primera,4,1965
2014-11-25,nacional,primera,5,8738
2014-11-25,nacional,primera,6,8814
2014-11-25,nacional,primera,7,3177
2014-11-25,nacional,primera,8,8940
2014-11-25,nacional,primera,9,6873
2014-11-25,nacional,primera,10,2340
2014-11-25,nacional,primera,11,6838
